name,country,overseas,role,batting_style,bowling_style,wicketkeeper,captain,active,aggressive_batter,opener,finisher,death_bowler,spinner,fast_bowler,orange_cap,purple_cap,teams,title_winner,retired
Harry Brook,England,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,SRH,No,No
AU Rashid,England,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"PBKS, SRH",No,No
C Green,Australia,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,Yes,No,No,No,No,Yes,No,No,"MI, RCB",No,No
N Wadhera,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, PBKS",No,No
Arshad Khan,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, LSG, MI",No,No
Abishek Porel,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,DC,No,No
Dhruv Jurel,India,No,Wicketkeeper,Left-hand,None,Yes,No,Yes,Yes,No,No,No,No,No,No,No,RR,No,No
MG Bracewell,New Zealand,Yes,All-Rounder,Right-hand,Spin,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,No
Matthew William Short,Australia,Yes,All-Rounder,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,No
Mohit Rathee,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,No
YV Dhull,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,DC,No,No
Yudhvir Singh,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, RR",No,No
Atharva Taide,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,Yes,No,No,"PBKS, SRH",No,No
Liton Das,Bangladesh,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,KKR,No,No
PD Salt,England,Yes,Batter,Right-hand,None,No,No,Yes,Yes,Yes,No,No,No,No,No,No,"DC, KKR, RCB",No,No
Vijaykumar Vyshak,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"PBKS, RCB",No,No
Abdul Basith,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,RR,No,No
Arjun Tendulkar,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
JP Behrendorff,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,No
AJ Hosein,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,SRH,No,No
Naveen-ul-Haq,Afghanistan,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,LSG,No,No
Noor Ahmad,Afghanistan,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, GT",No,No
JE Root,England,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,No
KM Asif,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, RR",No,No
MD Shanaka,Sri Lanka,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,GT,No,No
Sanvir Singh,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,SRH,No,No
Vivrant Sharma,India,No,Bowler,Right-hand,None,No,No,No,No,Yes,No,No,No,Yes,No,No,SRH,No,No
DG Nalkande,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,GT,No,No
R Ravindra,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,Yes,No,No,CSK,No,No
SD Hope,West Indies,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,DC,No,No
Sumit Kumar,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
Azmatullah Omarzai,Afghanistan,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, PBKS",No,No
Naman Dhir,India,No,All-Rounder,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
G Coetzee,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, MI",No,No
SZ Mulani,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
Sameer Rizvi,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"CSK, DC",No,No
SH Johnson,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, KKR",No,No
Akash Madhwal,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RR",No,No
SB Dubey,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,RR,No,No
Mayank Dagar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"RCB, SRH",No,No
RJW Topley,England,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RCB",No,No
A Raghuvanshi,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,KKR,No,No
Ashutosh Sharma,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"DC, PBKS",No,No
Nithish Kumar Reddy,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
Saurav Chauhan,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,RCB,No,No
Kumar Kushagra,Sri Lanka,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,DC,No,No
BR Sharath,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,GT,No,No
WG Jacks,England,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RCB",No,No
J Fraser-McGurk,Australia,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,DC,No,No
Tanush Kotian,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,RR,No,No
KA Maharaj,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,RR,No,No
Arshad Khan (2),India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
R Sai Kishore,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,GT,No,No
L Wood,England,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
LB Williams,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
AA Kulkarni,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,LSG,No,No
MJ Suthar,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,GT,No,No
RJ Gleeson,England,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, MI",No,No
Gulbadin Naib,Afghanistan,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
D Ferreira,South Africa,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"DC, RR",No,No
A Kamboj,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, MI",No,No
T Kohler-Cadmore,England,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,RR,No,No
Shivam Singh,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,PBKS,No,No
V Viyaskanth,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
Aniket Verma,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,SRH,No,No
RD Rickelton,South Africa,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,MI,No,No
R Minz,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,MI,No,No
PVSN Raju,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
V Nigam,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
Priyansh Arya,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,PBKS,No,No
PWA Mulder,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
J Overton,England,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,CSK,No,No
Kamindu Mendis,Sri Lanka,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
Suryansh Shedge,India,No,All-Rounder,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
SK Rasheed,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,CSK,No,No
JP Inglis,England,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,PBKS,No,No
XC Bartlett,Australia,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
MS Bhandage,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,RCB,No,No
V Suryavanshi,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,RR,No,No
A Mhatre,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,CSK,No,No
C Bosch,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
Prince Yadav,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
DS Rathi,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
JG Bethell,England,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,RCB,No,No
KS Rathore,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,RR,No,No
Urvil Patel,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,CSK,No,No
MJ Owen,Australia,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,PBKS,No,No
KT Maphaka,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RR",No,No
M Tiwari,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
L Ngidi,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, RCB",No,No
Sediqullah Atal,Afghanistan,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,DC,No,No
MP Breetzke,South Africa,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,LSG,No,No
Musheer Khan,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
BKG Mendis,Sri Lanka,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,GT,No,No
P Amarnath,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
B Geeves,Australia,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
Gagandeep Singh,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
André Nel,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
AM Salvi,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
RR Bose,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
SS Sarkar,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
RA Shaikh,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
C Ganapathy,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
MB Parmar,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
AA Kazi,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,Yes
Anand Rajan,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC_Old, SRH",No,Yes
P Prasanth,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KTK,No,Yes
SS Mundhe,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PW,No,Yes
RW Price,Zimbabwe,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
TP Sudhindra,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC_Old,No,Yes
BW Hilfenhaus,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
P Suyal,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
MG Neser,Australia,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
K Santokie,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
JW Hastings,Australia,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, KKR",No,Yes
GS Sandhu,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
SM Boland,Australia,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RPS,No,Yes
Tejas Baroka,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,GL,No,Yes
SS Agarwal,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,GL,No,Yes
NB Singh,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,GL,No,Yes
MJ Henry,New Zealand,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, PBKS",No,No
K Khejroliya,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, KKR, RCB",No,No
CJ Dala,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
SC Kuggeleijn,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
S Midhun,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,Yes
O Thomas,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,Yes
S Sandeep Warrier,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, KKR",No,No
CJ Green,Australia,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
Monu Kumar,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
LI Meriwala,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
Jalaj S Saxena,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
IC Porel,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
Akash Singh,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, LSG, RR",No,No
PH Solanki,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,No
M Pathirana,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,CSK,No,No
J Little,Irish,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,GT,No,No
RS Hangargekar,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,No
NA Saini,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,No
Yash Thakur,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"LSG, PBKS",No,No
Suyash Sharma,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"KKR, RCB",No,No
SSB Magala,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,No
D Jansen,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,No
Gurnoor Brar,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,No
R Goyal,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,No
H Sharma,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,RCB,No,No
N Burger,South Africa,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,RR,No,No
M Siddharth,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
MP Yadav,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
S Joseph,West Indies,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
N Thushara,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RCB",No,No
V Kaverappa,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
V Puthur,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
Zeeshan Ansari,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
Ashwani Kumar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,MI,No,No
E Malinga,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
Karim Janat,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,GT,No,No
Harsh Dubey,India,No,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
W O'Rourke,New Zealand,Yes,Bowler,Right-hand,Fast,No,No,Yes,No,No,No,No,No,Yes,No,No,LSG,No,No
